Date,DateKey,Calendar Year Number,Calendar Year,Calendar Year Quarter Number,Calendar Year Quarter,Calendar Year Month Number,Calendar Year Month,Month Number,Month,Day of Week Number,Day of Week,Fiscal Year Number,Fiscal Year,Fiscal Quarter Number,Fiscal Quarter,Fiscal Year Quarter Number,Fiscal Year Quarter,Fiscal Month Number,Fiscal Month,Working Day,Is Holiday,Holiday Name,Europe Season,North America Season,Asia Season
12/13/2024,20242231.17,2024.116231,CY 2010,20244.92939,Q3-2010,202422.1448,July 2010,10.52173599,July,4.028753803,Friday,2025.123843,FY 2011,1.7366354,Q1,20252.97507,Q1-2011,4.430388197,July,WorkDay,0,None,Back to School,Back to School,None
12/14/2024,20242258.06,2024.118913,CY 2010,20244.95643,Q3-2010,202422.4137,July 2010,10.5224013,July,4.028758393,Saturday,2025.126609,FY 2011,1.736509459,Q1,20253.0026,Q1-2011,4.430047526,July,WeekEnd,0,None,Back to School,Back to School,None
12/15/2024,20242284.95,2024.121595,CY 2010,20244.98346,Q3-2010,202422.6826,July 2010,10.5230666,July,4.028762983,Sunday,2025.129375,FY 2011,1.736383519,Q1,20253.03014,Q1-2011,4.429706855,July,WeekEnd,0,None,Back to School,Back to School,None
12/16/2024,20242311.84,2024.124278,CY 2010,20245.01049,Q3-2010,202422.9515,July 2010,10.5237319,July,4.028767574,Monday,2025.132141,FY 2011,1.736257578,Q1,20253.05767,Q1-2011,4.429366185,July,WorkDay,0,None,Back to School,Back to School,None
12/17/2024,20242338.73,2024.12696,CY 2010,20245.03752,Q3-2010,202423.2204,July 2010,10.52439721,July,4.028772164,Tuesday,2025.134908,FY 2011,1.736131638,Q1,20253.08521,Q1-2011,4.429025514,July,WorkDay,0,None,Back to School,Back to School,None
12/18/2024,20242365.62,2024.129642,CY 2010,20245.06455,Q3-2010,202423.4893,July 2010,10.52506251,July,4.028776754,Wednesday,2025.137674,FY 2011,1.736005697,Q1,20253.11274,Q1-2011,4.428684843,July,WorkDay,0,None,Back to School,Back to School,None
12/19/2024,20242392.51,2024.132324,CY 2010,20245.09158,Q3-2010,202423.7582,July 2010,10.52572782,July,4.028781344,Thursday,2025.14044,FY 2011,1.735879757,Q1,20253.14028,Q1-2011,4.428344172,July,WorkDay,0,None,Back to School,Back to School,None
12/20/2024,20242419.4,2024.135007,CY 2010,20245.11862,Q3-2010,202424.0271,July 2010,10.52639312,July,4.028785934,Friday,2025.143206,FY 2011,1.735753816,Q1,20253.16781,Q1-2011,4.428003502,July,WorkDay,0,None,Back to School,Back to School,None
12/21/2024,20242446.29,2024.137689,CY 2010,20245.14565,Q3-2010,202424.2959,July 2010,10.52705842,July,4.028790524,Saturday,2025.145972,FY 2011,1.735627876,Q1,20253.19535,Q1-2011,4.427662831,July,WeekEnd,0,None,Back to School,Back to School,None
12/22/2024,20242473.18,2024.140371,CY 2010,20245.17268,Q3-2010,202424.5648,July 2010,10.52772373,July,4.028795115,Sunday,2025.148738,FY 2011,1.735501935,Q1,20253.22288,Q1-2011,4.42732216,July,WeekEnd,0,None,Back to School,Back to School,None
12/23/2024,20242500.07,2024.143053,CY 2010,20245.19971,Q3-2010,202424.8337,July 2010,10.52838903,July,4.028799705,Monday,2025.151504,FY 2011,1.735375995,Q1,20253.25042,Q1-2011,4.426981489,July,WorkDay,0,None,Back to School,Back to School,None
12/24/2024,20242526.95,2024.145736,CY 2010,20245.22674,Q3-2010,202425.1026,July 2010,10.52905434,July,4.028804295,Tuesday,2025.15427,FY 2011,1.735250054,Q1,20253.27795,Q1-2011,4.426640819,July,WorkDay,0,None,Back to School,Back to School,None
12/25/2024,20242553.84,2024.148418,CY 2010,20245.25378,Q3-2010,202425.3715,July 2010,10.52971964,July,4.028808885,Wednesday,2025.157036,FY 2011,1.735124114,Q1,20253.30549,Q1-2011,4.426300148,July,WorkDay,0,None,Back to School,Back to School,None
12/26/2024,20242580.73,2024.1511,CY 2010,20245.28081,Q3-2010,202425.6404,July 2010,10.53038494,July,4.028813475,Thursday,2025.159802,FY 2011,1.734998173,Q1,20253.33302,Q1-2011,4.425959477,July,WorkDay,0,None,Back to School,Back to School,None
12/27/2024,20242607.62,2024.153782,CY 2010,20245.30784,Q3-2010,202425.9093,July 2010,10.53105025,July,4.028818065,Friday,2025.162568,FY 2011,1.734872233,Q1,20253.36055,Q1-2011,4.425618806,July,WorkDay,0,None,Back to School,Back to School,None
12/28/2024,20242634.51,2024.156465,CY 2010,20245.33487,Q3-2010,202426.1782,July 2010,10.53171555,July,4.028822656,Saturday,2025.165334,FY 2011,1.734746292,Q1,20253.38809,Q1-2011,4.425278136,July,WeekEnd,0,None,Back to School,Back to School,None
12/29/2024,20242661.4,2024.159147,CY 2010,20245.3619,Q3-2010,202426.4471,July 2010,10.53238086,July,4.028827246,Sunday,2025.1681,FY 2011,1.734620352,Q1,20253.41562,Q1-2011,4.424937465,July,WeekEnd,0,None,Back to School,Back to School,None
12/30/2024,20242688.29,2024.161829,CY 2010,20245.38893,Q3-2010,202426.7159,July 2010,10.53304616,July,4.028831836,Monday,2025.170866,FY 2011,1.734494411,Q1,20253.44316,Q1-2011,4.424596794,July,WorkDay,0,None,Back to School,Back to School,None
12/31/2024,20242715.18,2024.164511,CY 2010,20245.41597,Q3-2010,202426.9848,July 2010,10.53371146,July,4.028836426,Tuesday,2025.173633,FY 2011,1.734368471,Q1,20253.47069,Q1-2011,4.424256124,July,WorkDay,0,None,Back to School,Back to School,None
01/01/2025,20242742.07,2024.167193,CY 2010,20245.443,Q3-2010,202427.2537,July 2010,10.53437677,July,4.028841016,Wednesday,2025.176399,FY 2011,1.73424253,Q1,20253.49823,Q1-2011,4.423915453,July,WorkDay,0,None,Back to School,Back to School,None
01/02/2025,20242768.96,2024.169876,CY 2010,20245.47003,Q3-2010,202427.5226,July 2010,10.53504207,July,4.028845607,Thursday,2025.179165,FY 2011,1.734116589,Q1,20253.52576,Q1-2011,4.423574782,July,WorkDay,0,None,Back to School,Back to School,None
01/03/2025,20242795.85,2024.172558,CY 2010,20245.49706,Q3-2010,202427.7915,July 2010,10.53570738,July,4.028850197,Friday,2025.181931,FY 2011,1.733990649,Q1,20253.5533,Q1-2011,4.423234111,July,WorkDay,0,None,Back to School,Back to School,None
01/04/2025,20242822.73,2024.17524,CY 2010,20245.52409,Q3-2010,202428.0604,July 2010,10.53637268,July,4.028854787,Saturday,2025.184697,FY 2011,1.733864708,Q1,20253.58083,Q1-2011,4.422893441,July,WeekEnd,0,None,Back to School,Back to School,None
01/05/2025,20242849.62,2024.177922,CY 2010,20245.55112,Q3-2010,202428.3293,July 2010,10.53703798,July,4.028859377,Sunday,2025.187463,FY 2011,1.733738768,Q1,20253.60837,Q1-2011,4.42255277,July,WeekEnd,0,None,Back to School,Back to School,None
01/06/2025,20242876.51,2024.180605,CY 2010,20245.57816,Q3-2010,202428.5982,July 2010,10.53770329,July,4.028863967,Monday,2025.190229,FY 2011,1.733612827,Q1,20253.6359,Q1-2011,4.422212099,July,WorkDay,0,None,Back to School,Back to School,None
01/07/2025,20242903.4,2024.183287,CY 2010,20245.60519,Q3-2010,202428.8671,July 2010,10.53836859,July,4.028868557,Tuesday,2025.192995,FY 2011,1.733486887,Q1,20253.66344,Q1-2011,4.421871428,July,WorkDay,0,None,Back to School,Back to School,None
01/08/2025,20242930.29,2024.185969,CY 2010,20245.63222,Q3-2010,202429.1359,July 2010,10.5390339,July,4.028873148,Wednesday,2025.195761,FY 2011,1.733360946,Q1,20253.69097,Q1-2011,4.421530758,July,WorkDay,0,None,Back to School,Back to School,None
01/09/2025,20242957.18,2024.188651,CY 2010,20245.65925,Q3-2010,202429.4048,July 2010,10.5396992,July,4.028877738,Thursday,2025.198527,FY 2011,1.733235006,Q1,20253.71851,Q1-2011,4.421190087,July,WorkDay,0,None,Back to School,Back to School,None
01/10/2025,20242984.07,2024.191334,CY 2010,20245.68628,Q3-2010,202429.6737,July 2010,10.5403645,July,4.028882328,Friday,2025.201293,FY 2011,1.733109065,Q1,20253.74604,Q1-2011,4.420849416,July,WorkDay,0,None,Back to School,Back to School,None
01/11/2025,20243010.96,2024.194016,CY 2010,20245.71332,Q3-2010,202429.9426,July 2010,10.54102981,July,4.028886918,Saturday,2025.204059,FY 2011,1.732983125,Q1,20253.77358,Q1-2011,4.420508745,July,WeekEnd,0,None,Back to School,Back to School,None
01/12/2025,20243037.85,2024.196698,CY 2010,20245.74035,Q3-2010,202430.2115,August 2010,10.54169511,August,4.028891508,Sunday,2025.206825,FY 2011,1.732857184,Q1,20253.80111,Q1-2011,4.420168075,August,WeekEnd,0,None,Back to School,Back to School,None
01/13/2025,20243064.74,2024.19938,CY 2010,20245.76738,Q3-2010,202430.4804,August 2010,10.54236042,August,4.028896099,Monday,2025.209591,FY 2011,1.732731244,Q1,20253.82865,Q1-2011,4.419827404,August,WorkDay,0,None,Back to School,Back to School,None
01/14/2025,20243091.63,2024.202063,CY 2010,20245.79441,Q3-2010,202430.7493,August 2010,10.54302572,August,4.028900689,Tuesday,2025.212358,FY 2011,1.732605303,Q1,20253.85618,Q1-2011,4.419486733,August,WorkDay,0,None,Back to School,Back to School,None
01/15/2025,20243118.51,2024.204745,CY 2010,20245.82144,Q3-2010,202431.0182,August 2010,10.54369102,August,4.028905279,Wednesday,2025.215124,FY 2011,1.732479363,Q1,20253.88372,Q1-2011,4.419146063,August,WorkDay,0,None,Back to School,Back to School,None
01/16/2025,20243145.4,2024.207427,CY 2010,20245.84847,Q3-2010,202431.2871,August 2010,10.54435633,August,4.028909869,Thursday,2025.21789,FY 2011,1.732353422,Q1,20253.91125,Q1-2011,4.418805392,August,WorkDay,0,None,Back to School,Back to School,None
01/17/2025,20243172.29,2024.210109,CY 2010,20245.87551,Q3-2010,202431.556,August 2010,10.54502163,August,4.028914459,Friday,2025.220656,FY 2011,1.732227482,Q1,20253.93878,Q1-2011,4.418464721,August,WorkDay,0,None,Back to School,Back to School,None
01/18/2025,20243199.18,2024.212792,CY 2010,20245.90254,Q3-2010,202431.8248,August 2010,10.54568694,August,4.028919049,Saturday,2025.223422,FY 2011,1.732101541,Q1,20253.96632,Q1-2011,4.41812405,August,WeekEnd,0,None,Back to School,Back to School,None
01/19/2025,20243226.07,2024.215474,CY 2010,20245.92957,Q3-2010,202432.0937,August 2010,10.54635224,August,4.02892364,Sunday,2025.226188,FY 2011,1.731975601,Q1,20253.99385,Q1-2011,4.41778338,August,WeekEnd,0,None,Back to School,Back to School,None
01/20/2025,20243252.96,2024.218156,CY 2010,20245.9566,Q3-2010,202432.3626,August 2010,10.54701754,August,4.02892823,Monday,2025.228954,FY 2011,1.73184966,Q1,20254.02139,Q1-2011,4.417442709,August,WorkDay,0,None,Back to School,Back to School,None
01/21/2025,20243279.85,2024.220838,CY 2010,20245.98363,Q3-2010,202432.6315,August 2010,10.54768285,August,4.02893282,Tuesday,2025.23172,FY 2011,1.73172372,Q1,20254.04892,Q1-2011,4.417102038,August,WorkDay,0,None,Back to School,Back to School,None
01/22/2025,20243306.74,2024.22352,CY 2010,20246.01067,Q3-2010,202432.9004,August 2010,10.54834815,August,4.02893741,Wednesday,2025.234486,FY 2011,1.731597779,Q1,20254.07646,Q1-2011,4.416761367,August,WorkDay,0,None,Back to School,Back to School,None
01/23/2025,20243333.63,2024.226203,CY 2010,20246.0377,Q3-2010,202433.1693,August 2010,10.54901346,August,4.028942,Thursday,2025.237252,FY 2011,1.731471839,Q1,20254.10399,Q1-2011,4.416420697,August,WorkDay,0,None,Back to School,Back to School,None
01/24/2025,20243360.52,2024.228885,CY 2010,20246.06473,Q3-2010,202433.4382,August 2010,10.54967876,August,4.028946591,Friday,2025.240018,FY 2011,1.731345898,Q1,20254.13153,Q1-2011,4.416080026,August,WorkDay,0,None,Back to School,Back to School,None
01/25/2025,20243387.4,2024.231567,CY 2010,20246.09176,Q3-2010,202433.7071,August 2010,10.55034407,August,4.028951181,Saturday,2025.242784,FY 2011,1.731219958,Q1,20254.15906,Q1-2011,4.415739355,August,WeekEnd,0,None,Back to School,Back to School,None
01/26/2025,20243414.29,2024.234249,CY 2010,20246.11879,Q3-2010,202433.976,August 2010,10.55100937,August,4.028955771,Sunday,2025.24555,FY 2011,1.731094017,Q1,20254.1866,Q1-2011,4.415398685,August,WeekEnd,0,None,Back to School,Back to School,None
01/27/2025,20243441.18,2024.236932,CY 2010,20246.14582,Q3-2010,202434.2448,August 2010,10.55167467,August,4.028960361,Monday,2025.248316,FY 2011,1.730968077,Q1,20254.21413,Q1-2011,4.415058014,August,WorkDay,0,None,Back to School,Back to School,None
01/28/2025,20243468.07,2024.239614,CY 2010,20246.17286,Q3-2010,202434.5137,August 2010,10.55233998,August,4.028964951,Tuesday,2025.251082,FY 2011,1.730842136,Q1,20254.24167,Q1-2011,4.414717343,August,WorkDay,0,None,Back to School,Back to School,None
01/29/2025,20243494.96,2024.242296,CY 2010,20246.19989,Q3-2010,202434.7826,August 2010,10.55300528,August,4.028969541,Wednesday,2025.253849,FY 2011,1.730716196,Q1,20254.2692,Q1-2011,4.414376672,August,WorkDay,0,None,Back to School,Back to School,None
01/30/2025,20243521.85,2024.244978,CY 2010,20246.22692,Q3-2010,202435.0515,August 2010,10.55367059,August,4.028974132,Thursday,2025.256615,FY 2011,1.730590255,Q1,20254.29674,Q1-2011,4.414036002,August,WorkDay,0,None,Back to School,Back to School,None
01/31/2025,20243548.74,2024.247661,CY 2010,20246.25395,Q3-2010,202435.3204,August 2010,10.55433589,August,4.028978722,Friday,2025.259381,FY 2011,1.730464315,Q1,20254.32427,Q1-2011,4.413695331,August,WorkDay,0,None,Back to School,Back to School,None
02/01/2025,20243575.63,2024.250343,CY 2010,20246.28098,Q3-2010,202435.5893,August 2010,10.55500119,August,4.028983312,Saturday,2025.262147,FY 2011,1.730338374,Q1,20254.35181,Q1-2011,4.41335466,August,WeekEnd,0,None,Back to School,Back to School,None
02/02/2025,20243602.52,2024.253025,CY 2010,20246.30801,Q3-2010,202435.8582,August 2010,10.5556665,August,4.028987902,Sunday,2025.264913,FY 2011,1.730212434,Q1,20254.37934,Q1-2011,4.413013989,August,WeekEnd,0,None,Back to School,Back to School,None
02/03/2025,20243629.41,2024.255707,CY 2010,20246.33505,Q3-2010,202436.1271,August 2010,10.5563318,August,4.028992492,Monday,2025.267679,FY 2011,1.730086493,Q1,20254.40688,Q1-2011,4.412673319,August,WorkDay,0,None,Back to School,Back to School,None
02/04/2025,20243656.3,2024.25839,CY 2010,20246.36208,Q3-2010,202436.396,August 2010,10.55699711,August,4.028997082,Tuesday,2025.270445,FY 2011,1.729960552,Q1,20254.43441,Q1-2011,4.412332648,August,WorkDay,0,None,Back to School,Back to School,None
02/05/2025,20243683.18,2024.261072,CY 2010,20246.38911,Q3-2010,202436.6648,August 2010,10.55766241,August,4.029001673,Wednesday,2025.273211,FY 2011,1.729834612,Q1,20254.46195,Q1-2011,4.411991977,August,WorkDay,0,None,Back to School,Back to School,None
02/06/2025,20243710.07,2024.263754,CY 2010,20246.41614,Q3-2010,202436.9337,August 2010,10.55832771,August,4.029006263,Thursday,2025.275977,FY 2011,1.729708671,Q1,20254.48948,Q1-2011,4.411651306,August,WorkDay,0,None,Back to School,Back to School,None
02/07/2025,20243736.96,2024.266436,CY 2010,20246.44317,Q3-2010,202437.2026,August 2010,10.55899302,August,4.029010853,Friday,2025.278743,FY 2011,1.729582731,Q1,20254.51701,Q1-2011,4.411310636,August,WorkDay,0,None,Back to School,Back to School,None
02/08/2025,20243763.85,2024.269119,CY 2010,20246.47021,Q3-2010,202437.4715,August 2010,10.55965832,August,4.029015443,Saturday,2025.281509,FY 2011,1.72945679,Q1,20254.54455,Q1-2011,4.410969965,August,WeekEnd,0,None,Back to School,Back to School,None
02/09/2025,20243790.74,2024.271801,CY 2010,20246.49724,Q3-2010,202437.7404,August 2010,10.56032363,August,4.029020033,Sunday,2025.284275,FY 2011,1.72933085,Q1,20254.57208,Q1-2011,4.410629294,August,WeekEnd,0,None,Back to School,Back to School,None
02/10/2025,20243817.63,2024.274483,CY 2010,20246.52427,Q3-2010,202438.0093,August 2010,10.56098893,August,4.029024624,Monday,2025.287041,FY 2011,1.729204909,Q1,20254.59962,Q1-2011,4.410288624,August,WorkDay,0,None,Back to School,Back to School,None
02/11/2025,20243844.52,2024.277165,CY 2010,20246.5513,Q3-2010,202438.2782,August 2010,10.56165423,August,4.029029214,Tuesday,2025.289807,FY 2011,1.729078969,Q1,20254.62715,Q1-2011,4.409947953,August,WorkDay,0,None,Back to School,Back to School,None
02/12/2025,20243871.41,2024.279848,CY 2010,20246.57833,Q3-2010,202438.5471,September 2010,10.56231954,September,4.029033804,Wednesday,2025.292574,FY 2011,1.728953028,Q1,20254.65469,Q1-2011,4.409607282,September,WorkDay,0,None,None,Back to School,None
02/13/2025,20243898.3,2024.28253,CY 2010,20246.60536,Q3-2010,202438.816,September 2010,10.56298484,September,4.029038394,Thursday,2025.29534,FY 2011,1.728827088,Q1,20254.68222,Q1-2011,4.409266611,September,WorkDay,0,None,None,Back to School,None
02/14/2025,20243925.19,2024.285212,CY 2010,20246.6324,Q3-2010,202439.0848,September 2010,10.56365015,September,4.029042984,Friday,2025.298106,FY 2011,1.728701147,Q1,20254.70976,Q1-2011,4.408925941,September,WorkDay,0,None,None,Back to School,None
02/15/2025,20243952.08,2024.287894,CY 2010,20246.65943,Q3-2010,202439.3537,September 2010,10.56431545,September,4.029047574,Saturday,2025.300872,FY 2011,1.728575207,Q1,20254.73729,Q1-2011,4.40858527,September,WeekEnd,0,None,None,Back to School,None
02/16/2025,20243978.96,2024.290576,CY 2010,20246.68646,Q3-2010,202439.6226,September 2010,10.56498075,September,4.029052165,Sunday,2025.303638,FY 2011,1.728449266,Q1,20254.76483,Q1-2011,4.408244599,September,WeekEnd,0,None,None,Back to School,None
02/17/2025,20244005.85,2024.293259,CY 2010,20246.71349,Q3-2010,202439.8915,September 2010,10.56564606,September,4.029056755,Monday,2025.306404,FY 2011,1.728323326,Q1,20254.79236,Q1-2011,4.407903928,September,WorkDay,0,None,None,Back to School,None
02/18/2025,20244032.74,2024.295941,CY 2010,20246.74052,Q3-2010,202440.1604,September 2010,10.56631136,September,4.029061345,Tuesday,2025.30917,FY 2011,1.728197385,Q1,20254.8199,Q1-2011,4.407563258,September,WorkDay,0,None,None,Back to School,None
02/19/2025,20244059.63,2024.298623,CY 2010,20246.76755,Q3-2010,202440.4293,September 2010,10.56697667,September,4.029065935,Wednesday,2025.311936,FY 2011,1.728071445,Q1,20254.84743,Q1-2011,4.407222587,September,WorkDay,0,None,None,Back to School,None
02/20/2025,20244086.52,2024.301305,CY 2010,20246.79459,Q3-2010,202440.6982,September 2010,10.56764197,September,4.029070525,Thursday,2025.314702,FY 2011,1.727945504,Q1,20254.87497,Q1-2011,4.406881916,September,WorkDay,0,None,None,Back to School,None
02/21/2025,20244113.41,2024.303988,CY 2010,20246.82162,Q3-2010,202440.9671,September 2010,10.56830727,September,4.029075116,Friday,2025.317468,FY 2011,1.727819564,Q1,20254.9025,Q1-2011,4.406541245,September,WorkDay,0,None,None,Back to School,None
02/22/2025,20244140.3,2024.30667,CY 2010,20246.84865,Q3-2010,202441.236,September 2010,10.56897258,September,4.029079706,Saturday,2025.320234,FY 2011,1.727693623,Q1,20254.93004,Q1-2011,4.406200575,September,WeekEnd,0,None,None,Back to School,None
02/23/2025,20244167.19,2024.309352,CY 2010,20246.87568,Q3-2010,202441.5049,September 2010,10.56963788,September,4.029084296,Sunday,2025.323,FY 2011,1.727567683,Q1,20254.95757,Q1-2011,4.405859904,September,WeekEnd,0,None,None,Back to School,None
02/24/2025,20244194.08,2024.312034,CY 2010,20246.90271,Q3-2010,202441.7737,September 2010,10.57030319,September,4.029088886,Monday,2025.325766,FY 2011,1.727441742,Q1,20254.98511,Q1-2011,4.405519233,September,WorkDay,0,None,None,Back to School,None
02/25/2025,20244220.97,2024.314717,CY 2010,20246.92975,Q3-2010,202442.0426,September 2010,10.57096849,September,4.029093476,Tuesday,2025.328532,FY 2011,1.727315802,Q1,20255.01264,Q1-2011,4.405178563,September,WorkDay,0,None,None,Back to School,None
02/26/2025,20244247.86,2024.317399,CY 2010,20246.95678,Q3-2010,202442.3115,September 2010,10.57163379,September,4.029098066,Wednesday,2025.331299,FY 2011,1.727189861,Q1,20255.04017,Q1-2011,4.404837892,September,WorkDay,0,None,None,Back to School,None
02/27/2025,20244274.74,2024.320081,CY 2010,20246.98381,Q3-2010,202442.5804,September 2010,10.5722991,September,4.029102657,Thursday,2025.334065,FY 2011,1.727063921,Q1,20255.06771,Q1-2011,4.404497221,September,WorkDay,0,None,None,Back to School,None
02/28/2025,20244301.63,2024.322763,CY 2010,20247.01084,Q3-2010,202442.8493,September 2010,10.5729644,September,4.029107247,Friday,2025.336831,FY 2011,1.72693798,Q1,20255.09524,Q1-2011,4.40415655,September,WorkDay,0,None,None,Back to School,None
03/01/2025,20244328.52,2024.325446,CY 2010,20247.03787,Q3-2010,202443.1182,September 2010,10.57362971,September,4.029111837,Saturday,2025.339597,FY 2011,1.72681204,Q1,20255.12278,Q1-2011,4.40381588,September,WeekEnd,0,None,None,Back to School,None
03/02/2025,20244355.41,2024.328128,CY 2010,20247.0649,Q3-2010,202443.3871,September 2010,10.57429501,September,4.029116427,Sunday,2025.342363,FY 2011,1.726686099,Q1,20255.15031,Q1-2011,4.403475209,September,WeekEnd,0,None,None,Back to School,None
03/03/2025,20244382.3,2024.33081,CY 2010,20247.09194,Q3-2010,202443.656,September 2010,10.57496031,September,4.029121017,Monday,2025.345129,FY 2011,1.726560159,Q1,20255.17785,Q1-2011,4.403134538,September,WorkDay,0,None,None,Back to School,None
03/04/2025,20244409.19,2024.333492,CY 2010,20247.11897,Q3-2010,202443.9249,September 2010,10.57562562,September,4.029125608,Tuesday,2025.347895,FY 2011,1.726434218,Q1,20255.20538,Q1-2011,4.402793867,September,WorkDay,0,None,None,Back to School,None
03/05/2025,20244436.08,2024.336175,CY 2010,20247.146,Q3-2010,202444.1937,September 2010,10.57629092,September,4.029130198,Wednesday,2025.350661,FY 2011,1.726308278,Q1,20255.23292,Q1-2011,4.402453197,September,WorkDay,0,None,None,Back to School,None
03/06/2025,20244462.97,2024.338857,CY 2010,20247.17303,Q3-2010,202444.4626,September 2010,10.57695623,September,4.029134788,Thursday,2025.353427,FY 2011,1.726182337,Q1,20255.26045,Q1-2011,4.402112526,September,WorkDay,0,None,None,Back to School,None
03/07/2025,20244489.86,2024.341539,CY 2010,20247.20006,Q3-2010,202444.7315,September 2010,10.57762153,September,4.029139378,Friday,2025.356193,FY 2011,1.726056397,Q1,20255.28799,Q1-2011,4.401771855,September,WorkDay,0,None,None,Back to School,None
03/08/2025,20244516.75,2024.344221,CY 2010,20247.22709,Q3-2010,202445.0004,September 2010,10.57828683,September,4.029143968,Saturday,2025.358959,FY 2011,1.725930456,Q1,20255.31552,Q1-2011,4.401431184,September,WeekEnd,0,None,None,Back to School,None
03/09/2025,20244543.64,2024.346903,CY 2010,20247.25413,Q3-2010,202445.2693,September 2010,10.57895214,September,4.029148558,Sunday,2025.361725,FY 2011,1.725804516,Q1,20255.34306,Q1-2011,4.401090514,September,WeekEnd,0,None,None,Back to School,None
03/10/2025,20244570.52,2024.349586,CY 2010,20247.28116,Q3-2010,202445.5382,September 2010,10.57961744,September,4.029153149,Monday,2025.364491,FY 2011,1.725678575,Q1,20255.37059,Q1-2011,4.400749843,September,WorkDay,0,None,None,Back to School,None
03/11/2025,20244597.41,2024.352268,CY 2010,20247.30819,Q3-2010,202445.8071,September 2010,10.58028275,September,4.029157739,Tuesday,2025.367257,FY 2011,1.725552634,Q1,20255.39813,Q1-2011,4.400409172,September,WorkDay,0,None,None,Back to School,None
03/12/2025,20244624.3,2024.35495,CY 2010,20247.33522,Q3-2010,202446.076,September 2010,10.58094805,September,4.029162329,Wednesday,2025.370023,FY 2011,1.725426694,Q1,20255.42566,Q1-2011,4.400068502,September,WorkDay,0,None,None,Back to School,None
03/13/2025,20244651.19,2024.357632,CY 2010,20247.36225,Q3-2010,202446.3449,September 2010,10.58161336,September,4.029166919,Thursday,2025.37279,FY 2011,1.725300753,Q1,20255.4532,Q1-2011,4.399727831,September,WorkDay,0,None,None,Back to School,None
03/14/2025,20244678.08,2024.360315,CY 2010,20247.38929,Q4-2010,202446.6137,October 2010,10.58227866,October,4.029171509,Friday,2025.375556,FY 2011,1.725174813,Q2,20255.48073,Q2-2011,4.39938716,October,WorkDay,0,None,Holiday,None,None
03/15/2025,20244704.97,2024.362997,CY 2010,20247.41632,Q4-2010,202446.8826,October 2010,10.58294396,October,4.029176099,Saturday,2025.378322,FY 2011,1.725048872,Q2,20255.50827,Q2-2011,4.399046489,October,WeekEnd,0,None,Holiday,None,None
03/16/2025,20244731.86,2024.365679,CY 2010,20247.44335,Q4-2010,202447.1515,October 2010,10.58360927,October,4.02918069,Sunday,2025.381088,FY 2011,1.724922932,Q2,20255.5358,Q2-2011,4.398705819,October,WeekEnd,0,None,Holiday,None,None
03/17/2025,20244758.75,2024.368361,CY 2010,20247.47038,Q4-2010,202447.4204,October 2010,10.58427457,October,4.02918528,Monday,2025.383854,FY 2011,1.724796991,Q2,20255.56334,Q2-2011,4.398365148,October,WorkDay,0,None,Holiday,None,None
03/18/2025,20244785.64,2024.371044,CY 2010,20247.49741,Q4-2010,202447.6893,October 2010,10.58493988,October,4.02918987,Tuesday,2025.38662,FY 2011,1.724671051,Q2,20255.59087,Q2-2011,4.398024477,October,WorkDay,0,None,Holiday,None,None
03/19/2025,20244812.53,2024.373726,CY 2010,20247.52444,Q4-2010,202447.9582,October 2010,10.58560518,October,4.02919446,Wednesday,2025.389386,FY 2011,1.72454511,Q2,20255.6184,Q2-2011,4.397683806,October,WorkDay,0,None,Holiday,None,None
03/20/2025,20244839.42,2024.376408,CY 2010,20247.55148,Q4-2010,202448.2271,October 2010,10.58627048,October,4.02919905,Thursday,2025.392152,FY 2011,1.72441917,Q2,20255.64594,Q2-2011,4.397343136,October,WorkDay,0,None,Holiday,None,None
03/21/2025,20244866.3,2024.37909,CY 2010,20247.57851,Q4-2010,202448.496,October 2010,10.58693579,October,4.029203641,Friday,2025.394918,FY 2011,1.724293229,Q2,20255.67347,Q2-2011,4.397002465,October,WorkDay,0,None,Holiday,None,None
03/22/2025,20244893.19,2024.381773,CY 2010,20247.60554,Q4-2010,202448.7649,October 2010,10.58760109,October,4.029208231,Saturday,2025.397684,FY 2011,1.724167289,Q2,20255.70101,Q2-2011,4.396661794,October,WeekEnd,0,None,Holiday,None,None
03/23/2025,20244920.08,2024.384455,CY 2010,20247.63257,Q4-2010,202449.0337,October 2010,10.5882664,October,4.029212821,Sunday,2025.40045,FY 2011,1.724041348,Q2,20255.72854,Q2-2011,4.396321123,October,WeekEnd,0,None,Holiday,None,None
03/24/2025,20244946.97,2024.387137,CY 2010,20247.6596,Q4-2010,202449.3026,October 2010,10.5889317,October,4.029217411,Monday,2025.403216,FY 2011,1.723915408,Q2,20255.75608,Q2-2011,4.395980453,October,WorkDay,0,None,Holiday,None,None
03/25/2025,20244973.86,2024.389819,CY 2010,20247.68663,Q4-2010,202449.5715,October 2010,10.589597,October,4.029222001,Tuesday,2025.405982,FY 2011,1.723789467,Q2,20255.78361,Q2-2011,4.395639782,October,WorkDay,0,None,Holiday,None,None
03/26/2025,20245000.75,2024.392502,CY 2010,20247.71367,Q4-2010,202449.8404,October 2010,10.59026231,October,4.029226591,Wednesday,2025.408748,FY 2011,1.723663527,Q2,20255.81115,Q2-2011,4.395299111,October,WorkDay,0,None,Holiday,None,None
